865	35309	13
865	69923	34614
865	69935	12
865	81693	11758
865	81706	13
971	16029	-65677
971	37714	21685
971	37728	14
971	70891	33163
971	70904	13
971	79424	8520
971	79436	12
971	83344	3908
971	83357	13
1073	10680	-72677
1073	48051	37371
1073	48065	14
1073	48806	741
1073	48819	13
1073	48988	169
1073	49000	12
1073	70915	21915
1073	70928	13
1089	29079	-41849
1089	33386	4307
1089	33400	14
1089	58291	24891
1089	58304	13
1089	61690	3386
1089	61702	12
1089	91071	29369
1089	91084	13
1113	35162	-55922
1113	43589	8427
1113	43603	14
1113	62289	18686
1113	62302	13
1113	67381	5079
1113	67393	12
1113	68896	1503
1113	68909	13
1134	22029	-46880
1134	57411	35382
1134	57425	14
1134	66061	8636
1134	66074	13
1134	79143	13069
1134	79155	12
1134	83023	3868
1134	83036	13
1202	27955	-55081
1202	49840	21885
1202	49854	14
1202	56665	6811
1202	56678	13
1202	78738	22060
1202	78750	12
1202	84303	5553
1202	84316	13
1384	13416	-70900
1384	31263	17847
1384	31277	14
1384	36059	4782
1384	36072	13
1384	36691	619
1384	36703	12
1384	63632	26929
1384	63645	13
1468	37642	-26003
1468	52611	14969
1468	52625	14
1468	60066	7441
1468	60079	13
1468	68632	8553
1468	68644	12
1468	88321	19677
1468	88334	13
1471	26473	-61861
1471	48866	22393
1471	48880	14
1471	66282	17402
1471	66295	13
1471	68080	1785
1471	68092	12
1471	69651	1559
1471	69664	13
1532	27997	-41667
1532	54373	26376
1532	54387	14
1532	59985	5598
1532	59998	13
1532	62743	2745
1532	62755	12
1532	84551	21796
1532	84564	13
1569	32177	-52387
1569	46216	14039
1569	46230	14
1569	49082	2852
1569	49095	13
1569	50301	1206
1569	50313	12
1569	81174	30861
1569	81187	13
1612	23480	-57707
1612	50223	26743
1612	50237	14
1612	66283	16046
1612	66296	13
1612	73134	6838
1612	73146	12
1612	89990	16844
1612	90003	13
1674	35563	-54440
1674	38449	2886
1674	38463	14
1674	47349	8886
1674	47362	13
1674	47710	348
1674	47722	12
1674	49449	1727
1674	49462	13
1690	38911	-10551
1690	55795	16884
1690	55809	14
1690	60794	4985
1690	60807	13
1690	65098	4291
1690	65110	12
1690	77207	12097
1690	77220	13
1733	6888	-70332
1733	32566	25678
1733	32580	14
1733	63194	30614
1733	63207	13
1733	76573	13366
1733	76585	12
1733	88192	11607
1733	88205	13
1841	12694	-75511
1841	32711	20017
1841	32725	14
1841	46051	13326
1841	46064	13
1841	68976	22912
1841	68988	12
1841	69333	345
1841	69346	13
1896	30994	-38352
1896	38137	7143
1896	38151	14
1896	39052	901
1896	39065	13
1896	65813	26748
1896	65825	12
1896	75233	9408
1896	75246	13
1932	29611	-45635
1932	48513	18902
1932	48527	14
1932	68848	20321
1932	68861	13
1932	81559	12698
1932	81571	12
1932	81931	360
1932	81944	13
1945	7935	-74009
1945	40772	32837
1945	40786	14
1945	51248	10462
1945	51261	13
1945	52739	1478
1945	52751	12
1945	72596	19845
1945	72609	13
1958	30069	-42540
1958	49675	19606
1958	49689	14
1958	60902	11213
1958	60915	13
1958	74451	13536
1958	74463	12
1958	84143	9680
1958	84156	13
2010	10774	-73382
2010	40970	30196
2010	40984	14
2010	69468	28484
2010	69481	13
2010	79846	10365
2010	79858	12
2010	81154	1296
2010	81167	13
2021	2239	-78928
2021	55793	53554
2021	55807	14
2021	62457	6650
2021	62470	13
2021	75494	13024
2021	75506	12
2021	77187	1681
2021	77200	13
2142	6660	-70540
2142	46554	39894
2142	46568	14
2142	48204	1636
2142	48217	13
2142	52426	4209
2142	52438	12
2142	60035	7597
2142	60048	13
2212	35552	-24496
2212	59920	24368
2212	59934	14
2212	67156	7222
2212	67169	13
2212	80128	12959
2212	80140	12
2212	83109	2969
2212	83122	13
2265	21142	-61980
2265	48147	27005
2265	48161	14
2265	54521	6360
2265	54534	13
2265	58709	4175
2265	58721	12
2265	64985	6264
2265	64998	13
2494	6417	-58581
2494	14088	7671
2494	14102	14
2494	34869	20767
2494	34882	13
2494	56082	21200
2494	56094	12
2494	57481	1387
2494	57494	13
2500	23853	-33641
2500	23954	101
2500	23968	14
2500	64077	40109
2500	64090	13
2500	70455	6365
2500	70467	12
2500	77014	6547
2500	77027	13
2680	5510	-71517
2680	14846	9336
2680	14860	14
2680	55608	40748
2680	55621	13
2680	75774	20153
2680	75786	12
2680	79133	3347
2680	79146	13
2764	22360	-56786
2764	44467	22107
2764	44481	14
2764	52494	8013
2764	52507	13
2764	65826	13319
2764	65838	12
2764	89014	23176
2764	89027	13
2772	20306	-68721
2772	53996	33690
2772	54010	14
2772	61268	7258
2772	61281	13
2772	62249	968
2772	62261	12
2772	65324	3063
2772	65337	13
2825	1261	-64076
2825	47201	45940
2825	47215	14
2825	48583	1368
2825	48596	13
2825	66020	17424
2825	66032	12
2825	72452	6420
2825	72465	13
2999	39979	-32486
2999	47886	7907
2999	47900	14
2999	68307	20407
2999	68320	13
2999	79856	11536
2999	79868	12
2999	88977	9109
2999	88990	13
3085	32236	-56754
3085	56234	23998
3085	56248	14
3085	67505	11257
3085	67518	13
3085	72175	4657
3085	72187	12
3085	86263	14076
3085	86276	13
3144	32772	-53504
3144	50078	17306
3144	50092	14
3144	67452	17360
3144	67465	13
3144	78156	10691
3144	78168	12
3144	89794	11626
3144	89807	13
3304	34329	-55478
3304	38060	3731
3304	38074	14
3304	42497	4423
3304	42510	13
3304	50520	8010
3304	50532	12
3304	88090	37558
3304	88103	13
3371	13245	-74858
3371	24786	11541
3371	24800	14
3371	56883	32083
3371	56896	13
3371	78936	22040
3371	78948	12
3371	85885	6937
3371	85898	13
3378	13219	-72679
3378	21739	8520
3378	21753	14
3378	70381	48628
3378	70394	13
3378	81699	11305
3378	81711	12
3378	88994	7283
3378	89007	13
3429	15684	-73323
3429	57823	42139
3429	57837	14
3429	68755	10918
3429	68768	13
3429	77723	8955
3429	77735	12
3429	79986	2251
3429	79999	13
3467	10396	-69603
3467	43316	32920
3467	43330	14
3467	44316	986
3467	44329	13
3467	60072	15743
3467	60084	12
3467	85358	25274
3467	85371	13
3468	18470	-66901
3468	58240	39770
3468	58254	14
3468	66073	7819
3468	66086	13
3468	80548	14462
3468	80560	12
3468	92508	11948
3468	92521	13
3488	3669	-88852
3488	59576	55907
3488	59590	14
3488	61014	1424
3488	61027	13
3488	75247	14220
3488	75259	12
3488	83125	7866
3488	83138	13
3554	4288	-78850
3554	12626	8338
3554	12640	14
3554	66854	54214
3554	66867	13
3554	73031	6164
3554	73043	12
3554	77151	4108
3554	77164	13
3601	36090	-41074
3601	55292	19202
3601	55306	14
3601	70867	15561
3601	70880	13
3601	77156	6276
3601	77168	12
3601	92569	15401
3601	92582	13
3623	26014	-66568
3623	56762	30748
3623	56776	14
3623	64455	7679
3623	64468	13
3623	75836	11368
3623	75848	12
3623	88850	13002
3623	88863	13
3917	15239	-73624
3917	25425	10186
3917	25439	14
3917	62021	36582
3917	62034	13
3917	70645	8611
3917	70657	12
3917	82603	11946
3917	82616	13
3939	34367	-48249
3939	54782	20415
3939	54796	14
3939	70873	16077
3939	70886	13
3939	74250	3364
3939	74262	12
3939	84591	10329
3939	84604	13
3956	39234	-45370
3956	43405	4171
3956	43419	14
3956	66194	22775
3956	66207	13
3956	72228	6021
3956	72240	12
3956	72468	228
3956	72481	13
4013	1916	-70565
4013	4927	3011
4013	4941	14
4013	69887	64946
4013	69900	13
4013	80143	10243
4013	80155	12
4013	89393	9238
4013	89406	13
4154	12925	-76481
4154	47855	34930
4154	47869	14
4154	70956	23087
4154	70969	13
4154	77006	6037
4154	77018	12
4154	82521	5503
4154	82534	13
4287	14087	-68447
4287	40419	26332
4287	40433	14
4287	44675	4242
4287	44688	13
4287	67988	23300
4287	68000	12
4287	78563	10563
4287	78576	13
4331	20309	-58267
4331	51008	30699
4331	51022	14
4331	55302	4280
4331	55315	13
4331	79401	24086
4331	79413	12
4331	83927	4514
4331	83940	13
4417	11955	-71985
4417	13801	1846
4417	13815	14
4417	62529	48714
4417	62542	13
4417	68643	6101
4417	68655	12
4417	85509	16854
4417	85522	13
4460	9617	-75905
4460	24576	14959
4460	24590	14
4460	66642	42052
4460	66655	13
4460	76453	9798
4460	76465	12
4460	81561	5096
4460	81574	13
4499	24309	-57265
4499	33388	9079
4499	33402	14
4499	69852	36450
4499	69865	13
4499	74270	4405
4499	74282	12
4499	89774	15492
4499	89787	13
4503	39007	-50780
4503	45057	6050
4503	45071	14
4503	62107	17036
4503	62120	13
4503	70971	8851
4503	70983	12
4503	91743	20760
4503	91756	13
4521	34957	-56799
4521	47727	12770
4521	47741	14
4521	60330	12589
4521	60343	13
4521	64312	3969
4521	64324	12
4521	83772	19448
4521	83785	13
4558	36244	-47541
4558	42725	6481
4558	42739	14
4558	55647	12908
4558	55660	13
4558	61773	6113
4558	61785	12
4558	80328	18543
4558	80341	13
4617	13903	-66438
4617	46427	32524
4617	46441	14
4617	59460	13019
4617	59473	13
4617	60322	849
4617	60334	12
4617	86014	25680
4617	86027	13
4697	22029	-63998
4697	42397	20368
4697	42411	14
4697	54008	11597
4697	54021	13
4697	65131	11110
4697	65143	12
4697	92503	27360
4697	92516	13
4835	14817	-77699
4835	19822	5005
4835	19836	14
4835	36219	16383
4835	36232	13
4835	75292	39060
4835	75304	12
4835	90662	15358
4835	90675	13
4889	16173	-74502
4889	52908	36735
4889	52922	14
4889	53749	827
4889	53762	13
4889	75512	21750
4889	75524	12
4889	88981	13457
4889	88994	13
4984	31708	-57286
4984	53157	21449
4984	53171	14
4984	65139	11968
4984	65152	13
4984	81205	16053
4984	81217	12
4984	84009	2792
4984	84022	13
4998	8604	-75418
4998	39187	30583
4998	39201	14
4998	44369	5168
4998	44382	13
4998	77474	33092
4998	77486	12
4998	91647	14161
4998	91660	13
5104	14678	-76982
5104	15059	381
5104	15073	14
5104	66552	51479
5104	66565	13
5104	67179	614
5104	67191	12
5104	92729	25538
5104	92742	13
5164	35716	-57026
5164	57355	21639
5164	57369	14
5164	64977	7608
5164	64990	13
5164	69562	4572
5164	69574	12
5164	87472	17898
5164	87485	13
5179	14254	-73231
5179	45914	31660
5179	45928	14
5179	56178	10250
5179	56191	13
5179	75565	19374
5179	75577	12
5179	79913	4336
5179	79926	13
5224	21756	-58170
5224	56531	34775
5224	56545	14
5224	64109	7564
5224	64122	13
5224	78308	14186
5224	78320	12
5224	84252	5932
5224	84265	13
5304	13832	-70433
5304	43883	30051
5304	43897	14
5304	61081	17184
5304	61094	13
5304	65356	4262
5304	65368	12
5304	74404	9036
5304	74417	13
5316	34229	-40188
5316	50487	16258
5316	50501	14
5316	66672	16171
5316	66685	13
5316	70554	3869
5316	70566	12
5316	87171	16605
5316	87184	13
5317	12974	-74210
5317	39495	26521
5317	39509	14
5317	52112	12603
5317	52125	13
5317	76653	24528
5317	76665	12
5317	85734	9069
5317	85747	13
5373	22577	-63170
5373	43714	21137
5373	43728	14
5373	52886	9158
5373	52899	13
5373	75033	22134
5373	75045	12
5373	79327	4282
5373	79340	13
5444	38974	-40366
5444	56666	17692
5444	56680	14
5444	60825	4145
5444	60838	13
5444	68907	8069
5444	68919	12
5444	92065	23146
5444	92078	13
5509	30608	-61470
5509	31727	1119
5509	31741	14
5509	40129	8388
5509	40142	13
5509	64783	24641
5509	64795	12
5509	85468	20673
5509	85481	13
5714	35459	-50022
5714	53388	17929
5714	53402	14
5714	66677	13275
5714	66690	13
5714	77657	10967
5714	77669	12
5714	92084	14415
5714	92097	13
5723	38846	-53251
5723	58423	19577
5723	58437	14
5723	70104	11667
5723	70117	13
5723	73170	3053
5723	73182	12
5723	92899	19717
5723	92912	13
5847	34822	-58090
5847	36671	1849
5847	36685	14
5847	67276	30591
5847	67289	13
5847	73195	5906
5847	73207	12
5847	90713	17506
5847	90726	13
5893	15441	-75285
5893	19004	3563
5893	19018	14
5893	70337	51319
5893	70350	13
5893	80814	10464
5893	80826	12
5893	86137	5311
5893	86150	13
5947	9020	-77130
5947	31208	22188
5947	31222	14
5947	34680	3458
5947	34693	13
5947	76333	41640
5947	76345	12
5947	79958	3613
5947	79971	13
5992	1971	-78000
5992	4434	2463
5992	4448	14
5992	41558	37110
5992	41571	13
5992	42651	1080
5992	42663	12
5992	65521	22858
5992	65534	13
6024	24621	-40913
6024	31389	6768
6024	31403	14
6024	44682	13279
6024	44695	13
6024	75612	30917
6024	75624	12
6024	83079	7455
6024	83092	13
6063	37097	-45995
6063	43188	6091
6063	43202	14
6063	51660	8458
6063	51673	13
6063	74681	23008
6063	74693	12
6063	89413	14720
6063	89426	13
6131	1150	-88276
6131	30252	29102
6131	30266	14
6131	49278	19012
6131	49291	13
6131	75288	25997
6131	75300	12
6131	76340	1040
6131	76353	13
6142	7828	-68525
6142	10979	3151
6142	10993	14
6142	32892	21899
6142	32905	13
6142	57891	24986
6142	57903	12
6142	58387	484
6142	58400	13
6170	12044	-46356
6170	29590	17546
6170	29604	14
6170	29799	195
6170	29812	13
6170	64515	34703
6170	64527	12
6170	71408	6881
6170	71421	13
6176	20372	-51049
6176	37698	17326
6176	37712	14
6176	69747	32035
6176	69760	13
6176	75197	5437
6176	75209	12
6176	85784	10575
6176	85797	13
6290	37296	-48501
6290	57980	20684
6290	57994	14
6290	58501	507
6290	58514	13
6290	72842	14328
6290	72854	12
6290	86416	13562
6290	86429	13
6319	20745	-65684
6319	53358	32613
6319	53372	14
6319	58226	4854
6319	58239	13
6319	68789	10550
6319	68801	12
6319	78254	9453
6319	78267	13
6352	9638	-68629
6352	16493	6855
6352	16507	14
6352	17820	1313
6352	17833	13
6352	40552	22719
6352	40564	12
6352	75508	34944
6352	75521	13
6452	2336	-73185
6452	14057	11721
6452	14071	14
6452	41846	27775
6452	41859	13
6452	81658	39799
6452	81670	12
6452	87300	5630
6452	87313	13
6455	4267	-83046
6455	22101	17834
6455	22115	14
6455	60758	38643
6455	60771	13
6455	79528	18757
6455	79540	12
6455	86661	7121
6455	86674	13
6538	39652	-47022
6538	46957	7305
6538	46971	14
6538	55287	8316
6538	55300	13
6538	55369	69
6538	55381	12
6538	56700	1319
6538	56713	13
6584	8920	-47793
6584	43073	34153
6584	43087	14
6584	62076	18989
6584	62089	13
6584	69968	7879
6584	69980	12
6584	77365	7385
6584	77378	13
6620	19601	-57777
6620	47866	28265
6620	47880	14
6620	53924	6044
6620	53937	13
6620	58954	5017
6620	58966	12
6620	73024	14058
6620	73037	13
6803	11229	-61808
6803	49711	38482
6803	49725	14
6803	59902	10177
6803	59915	13
6803	65987	6072
6803	65999	12
6803	88465	22466
6803	88478	13
6814	24166	-64312
6814	53292	29126
6814	53306	14
6814	70166	16860
6814	70179	13
6814	70275	96
6814	70287	12
6814	91749	21462
6814	91762	13
6911	16526	-75236
6911	28905	12379
6911	34497	5592
6911	34511	14
6911	40057	5546
6911	40071	14
6911	48420	8349
6911	48433	13
6911	55537	7104
6911	55549	12
6911	64676	9127
6911	64689	13
6911	78349	13660
6911	78361	12
6911	82209	3848
6911	82222	13
6911	82460	238
6911	82473	13
6980	32459	-50014
6980	42515	10056
6980	42529	14
6980	63484	20955
6980	63497	13
6980	80132	16635
6980	80144	12
6980	91956	11812
6980	91969	13
7030	6126	-85843
7030	46452	40326
7030	46466	14
7030	63705	17239
7030	63718	13
7030	66362	2644
7030	66374	12
7030	74578	8204
7030	74591	13
7063	1858	-72733
7063	44967	43109
7063	44981	14
7063	59894	14913
7063	59907	13
7063	65766	5859
7063	65778	12
7063	92109	26331
7063	92122	13
7081	32803	-59319
7081	48314	15511
7081	48328	14
7081	66701	18373
7081	66714	13
7081	80447	13733
7081	80459	12
7081	85032	4573
7081	85045	13
7114	36443	-48602
7114	50873	14430
7114	50887	14
7114	54612	3725
7114	54625	13
7114	74469	19844
7114	74481	12
7114	79566	5085
7114	79579	13
7135	1431	-78148
7135	8271	6840
7135	8285	14
7135	65277	56992
7135	65290	13
7135	70277	4987
7135	70289	12
7135	78981	8692
7135	78994	13
7176	8234	-70760
7176	51321	43087
7176	51335	14
7176	65902	14567
7176	65915	13
7176	72147	6232
7176	72159	12
7176	92784	20625
7176	92797	13
7196	28249	-64548
7196	34175	5926
7196	34189	14
7196	63444	29255
7196	63457	13
7196	79464	16007
7196	79476	12
7196	86727	7251
7196	86740	13
7198	17429	-69311
7198	17508	79
7198	17522	14
7198	52851	35329
7198	52864	13
7198	73628	20764
7198	73640	12
7198	79813	6173
7198	79826	13
7209	37131	-42695
7209	58909	21778
7209	58923	14
7209	70423	11500
7209	70436	13
7209	74419	3983
7209	74431	12
7209	81932	7501
7209	81945	13
7232	11816	-70129
7232	27268	15452
7232	27282	14
7232	59684	32402
7232	59697	13
7232	64222	4525
7232	64234	12
7232	66953	2719
7232	66966	13
7278	19765	-47201
7278	22198	2433
7278	22212	14
7278	22984	772
7278	22997	13
7278	42376	19379
7278	42388	12
7278	90164	47776
7278	90177	13
7302	32131	-58046
7302	44196	12065
7302	44210	14
7302	58623	14413
7302	58636	13
7302	62245	3609
7302	62257	12
7302	63280	1023
7302	63293	13
7361	13650	-49643
7361	57582	43932
7361	57596	14
7361	64180	6584
7361	64193	13
7361	78035	13842
7361	78047	12
7361	92529	14482
7361	92542	13
7371	30631	-61911
7371	43605	12974
7371	43619	14
7371	67319	23700
7371	67332	13
7371	81333	14001
7371	81345	12
7371	90223	8878
7371	90236	13
7412	4215	-86021
7412	20463	16248
7412	20477	14
7412	48196	27719
7412	48209	13
7412	80679	32470
7412	80691	12
7412	82409	1718
7412	82422	13
7423	63	-82359
7423	1920	1857
7423	1934	14
7423	39652	37718
7423	39665	13
7423	54685	15020
7423	54697	12
7423	65290	10593
7423	65303	13
7526	17051	-48252
7526	42262	25211
7526	42276	14
7526	54637	12361
7526	54650	13
7526	81582	26932
7526	81594	12
7526	92984	11390
7526	92997	13
7635	24568	-68429
7635	54988	30420
7635	55002	14
7635	59218	4216
7635	59231	13
7635	72974	13743
7635	72986	12
7635	88419	15433
7635	88432	13
7919	21699	-66733
7919	38127	16428
7919	38141	14
7919	63031	24890
7919	63044	13
7919	74840	11796
7919	74852	12
7919	90030	15178
7919	90043	13
8069	32973	-57070
8069	45437	12464
8069	45451	14
8069	56906	11455
8069	56919	13
8069	77616	20697
8069	77628	12
8069	78572	944
8069	78585	13
8085	425	-78160
8085	38776	38351
8085	38790	14
8085	66323	27533
8085	66336	13
8085	79758	13422
8085	79770	12
8085	81947	2177
8085	81960	13
8124	969	-80991
8124	20259	19290
8124	20273	14
8124	53774	33501
8124	53787	13
8124	81456	27669
8124	81468	12
8124	84351	2883
8124	84364	13
8166	2219	-82145
8166	47047	44828
8166	47061	14
8166	60741	13680
8166	60754	13
8166	81783	21029
8166	81795	12
8166	91060	9265
8166	91073	13
8249	15180	-75893
8249	39148	23968
8249	39162	14
8249	54146	14984
8249	54159	13
8249	57129	2970
8249	57141	12
8249	63346	6205
8249	63359	13
8257	16896	-46463
8257	27453	10557
8257	27467	14
8257	68133	40666
8257	68146	13
8257	72976	4830
8257	72988	12
8257	85089	12101
8257	85102	13
8263	3907	-81195
8263	17632	13725
8263	17646	14
8263	22646	5000
8263	22659	13
8263	75440	52781
8263	75452	12
8263	86012	10560
8263	86025	13
8428	9520	-76505
8428	49754	40234
8428	49768	14
8428	68064	18296
8428	68077	13
8428	78217	10140
8428	78229	12
8428	85602	7373
8428	85615	13
8556	27655	-57960
8556	39035	11380
8556	39049	14
8556	45237	6188
8556	45250	13
8556	72609	27359
8556	72621	12
8556	82716	10095
8556	82729	13
8620	36586	-46143
8620	39390	2804
8620	39404	14
8620	49134	9730
8620	49147	13
8620	74717	25570
8620	74729	12
8620	83880	9151
8620	83893	13
8685	36408	-47485
8685	58958	22550
8685	58972	14
8685	68687	9715
8685	68700	13
8685	77306	8606
8685	77318	12
8685	85753	8435
8685	85766	13
9000	26423	-59343
9000	48415	21992
9000	48429	14
9000	64224	15795
9000	64237	13
9000	69417	5180
9000	69429	12
9000	88660	19231
9000	88673	13
9036	13614	-75059
9036	13964	350
9036	13978	14
9036	35621	21643
9036	35634	13
9036	81097	45463
9036	81109	12
9036	89168	8059
9036	89181	13
9038	11939	-77242
9038	55519	43580
9038	55533	14
9038	70949	15416
9038	70962	13
9038	71649	687
9038	71661	12
9038	89603	17942
9038	89616	13
9137	32703	-56913
9137	43356	10653
9137	43370	14
9137	50554	7184
9137	50567	13
9137	64938	14371
9137	64950	12
9137	75188	10238
9137	75201	13
9148	32127	-43074
9148	37361	5234
9148	37375	14
9148	43245	5870
9148	43258	13
9148	51158	7900
9148	51170	12
9148	70045	18875
9148	70058	13
9276	5450	-64608
9276	11031	5581
9276	11045	14
9276	19775	8730
9276	19788	13
9276	33189	13401
9276	33201	12
9276	46473	13272
9276	46486	13
9308	5875	-40611
9308	33304	27429
9308	33318	14
9308	64043	30725
9308	64056	13
9308	79188	15132
9308	79200	12
9308	91001	11801
9308	91014	13
9321	13196	-77818
9321	56022	42826
9321	56036	14
9321	61015	4979
9321	61028	13
9321	66141	5113
9321	66153	12
9321	68287	2134
9321	68300	13
9325	34497	-33803
9325	35818	1321
9325	35832	14
9325	51365	15533
9325	51378	13
9325	78696	27318
9325	78708	12
9325	90535	11827
9325	90548	13
9336	17054	-73494
9336	48538	31484
9336	48552	14
9336	63195	14643
9336	63208	13
9336	74502	11294
9336	74514	12
9336	87257	12743
9336	87270	13
9361	30565	-56705
9361	42037	11472
9361	42051	14
9361	60207	18156
9361	60220	13
9361	66760	6540
9361	66772	12
9361	68099	1327
9361	68112	13
9386	28465	-39647
9386	39652	11187
9386	39666	14
9386	46126	6460
9386	46139	13
9386	50626	4487
9386	50638	12
9386	53991	3353
9386	54004	13
9423	19816	-34188
9423	26303	6487
9423	26317	14
9423	40815	14498
9423	40828	13
9423	77280	36452
9423	77292	12
9423	84112	6820
9423	84125	13
9433	13841	-70284
9433	36524	22683
9433	36538	14
9433	61715	25177
9433	61728	13
9433	72261	10533
9433	72273	12
9433	79031	6758
9433	79044	13
9510	12509	-66535
9510	14068	1559
9510	14082	14
9510	52419	38337
9510	52432	13
9510	81048	28616
9510	81060	12
9510	91643	10583
9510	91656	13
9523	12859	-78797
9523	36139	23280
9523	36153	14
9523	53788	17635
9523	53801	13
9523	55733	1932
9523	55745	12
9523	67501	11756
9523	67514	13
9670	39258	-28256
9670	55316	16058
9670	55330	14
9670	64694	9364
9670	64707	13
9670	71830	7123
9670	71842	12
9670	84488	12646
9670	84501	13
9690	24579	-59922
9690	40340	15761
9690	40354	14
9690	62083	21729
9690	62096	13
9690	76517	14421
9690	76529	12
9690	77629	1100
9690	77642	13
9860	1867	-75775
9860	13604	11737
9860	13618	14
9860	49305	35687
9860	49318	13
9860	76591	27273
9860	76603	12
9860	90358	13755
9860	90371	13
9869	21990	-68381
9869	30648	8658
9869	30662	14
9869	45305	14643
9869	45318	13
9869	63897	18579
9869	63909	12
9869	79034	15125
9869	79047	13
9895	28870	-50177
9895	40670	11800
9895	40684	14
9895	48271	7587
9895	48284	13
9895	71438	23154
9895	71450	12
9895	83853	12403
9895	83866	13
9986	9932	-73934
9986	44572	34640
9986	44586	14
9986	48446	3860
9986	48459	13
9986	74053	25594
9986	74065	12
9986	87496	13431
9986	87509	13
9998	7718	-79791
9998	57462	49744
9998	57476	14
9998	70576	13100
9998	70589	13
9998	77438	6849
9998	77450	12
9998	82347	4897
9998	82360	13
10008	3786	-78574
10008	24166	20380
10008	24180	14
10008	56436	32256
10008	56449	13
10008	58732	2283
10008	58744	12
10008	83517	24773
10008	83530	13
10167	15339	-68191
10167	38491	23152
10167	38505	14
10167	61102	22597
10167	61115	13
10167	67362	6247
10167	67374	12
10167	80577	13203
10167	80590	13
10218	36336	-44254
10218	51149	14813
10218	51163	14
10218	63580	12417
10218	63593	13
10218	68201	4608
10218	68213	12
10218	77649	9436
10218	77662	13
10230	9999	-67663
10230	39251	29252
10230	39265	14
10230	51513	12248
10230	51526	13
10230	60821	9295
10230	60833	12
10230	92125	31292
10230	92138	13
10350	12861	-79277
10350	17093	4232
10350	17107	14
10350	32732	15625
10350	32745	13
10350	34215	1470
10350	34227	12
10350	61071	26844
10350	61084	13
10443	2014	-59070
10443	56093	54079
10443	56107	14
10443	68485	12378
10443	68498	13
10443	78589	10091
10443	78601	12
10443	81183	2582
10443	81196	13
10467	29039	-52157
10467	47178	18139
10467	47192	14
10467	64770	17578
10467	64783	13
10467	68311	3528
10467	68323	12
10467	80355	12032
10467	80368	13
10523	5275	-75093
10523	42906	37631
10523	42920	14
10523	44165	1245
10523	44178	13
10523	67423	23245
10523	67435	12
10523	83391	15956
10523	83404	13
10600	29900	-53504
10600	50341	20441
10600	50355	14
10600	66235	15880
10600	66248	13
10600	71597	5349
10600	71609	12
10600	82278	10669
10600	82291	13
10615	2506	-79785
10615	43838	41332
10615	43852	14
10615	59501	15649
10615	59514	13
10615	60911	1397
10615	60923	12
10615	79816	18893
10615	79829	13
10625	38039	-41790
10625	44971	6932
10625	44985	14
10625	68951	23966
10625	68964	13
10625	72229	3265
10625	72241	12
10625	78286	6045
10625	78299	13
10644	24517	-53782
10644	56428	31911
10644	56442	14
