60	60			________	___-__ ___________
61	28452				
61	28513				
61	28574				
61	28635				
61	28696				
61	28757				
61	28818				
61	28879				
61	28940				
61	29001				
61	29062				
61	29123				
61	29184				
61	29245				
61	29306				
61	29367				
61	29428				
61	29489				
61	29550				
61	29611				
61	29672				
61	29733				
61	29794				
61	29855				
61	29916				
61	29977				
61	30038				
61	30099				
61	30160				
61	30221				
61	30282				
61	30343				
61	30404				
61	30465				
61	30526				
61	30587				
61	30648				
61	30709				
61	30770				
61	30831				
61	30892				
61	30953				
61	31014				
61	31075				
61	31136				
61	31197				
61	31258				
61	31319				
61	31380				
61	31441				
61	31502				
61	31563				
61	31624				
61	31685				
61	31746				
61	31807				
61	31868				
61	31929				
61	31990				
61	32051				
61	32112				
61	32173				
61	32234				
61	32295				
61	32356				
61	32417				
61	32478				
61	32539				
61	32600				
61	32661				
61	32722				
61	32783				
61	32844				
61	32905				
61	32966				
61	33027				
61	33088				
61	33149				
61	33210				
61	33271				
61	33332				
61	33393				
61	33454				
61	33515				
61	33576				
61	33637				
61	33698				
61	33759				
61	33820				
61	33881				
61	33942				
61	34003				
61	34064				
61	34125				
61	34186				
61	34247				
61	34308				
61	34369				
61	34430				
61	34491				
61	34552				
61	34613				
61	34674				
61	34735				
61	34796				
61	34857				
61	34918				
61	34979				
61	35040				
61	35101				
61	35162				
61	35223				
61	35284				
61	35345				
61	35406				
61	35467				
61	35528				
61	35589				
61	35650				
61	35711				
61	35772				
61	35833				
61	35894				
61	35955				
61	36016				
61	36077				
61	36138				
61	36199				
61	36260				
61	36321				
61	36382				
61	36443				
61	36504				
61	36565				
61	36626				
61	36687				
61	36748				
61	36809				
61	36870				
61	36931				
61	36992				
61	37053				
61	37114				
61	37175				
61	37236				
61	37297				
61	37358				
61	37419				
61	37480				
61	37541				
61	37602				
61	37663				
61	37724				
61	37785				
61	37846				
61	37907				
61	37968				
61	38029				
61	38090				
61	38151				
61	38212				
61	38273				
61	38334				
61	38395				
61	38456				
61	38517				
61	38578				
61	38639				
62	38701				
62	38763				
62	38825				
62	38887				
62	38949				
62	39011				
62	39073				
62	39135				
62	39197				
62	39259				
62	39321				
62	39383				
62	39445				
62	39507				
62	39569				
62	39631				
62	39693				
62	39755				
62	39817				
62	39879				
62	39941				
62	40003				
62	40065				
62	40127				
62	40189				
62	40251				
62	40313				
62	40375				
62	40437				
62	40499				
62	40561				
62	40623				
62	40685				
62	40747				
62	40809				
62	40871				
62	40933				
62	40995				
62	41057				
62	41119				
62	41181				
62	41243				
62	41305				
62	41367				
62	41429				
62	41491				
62	41553				
62	41615				
62	41677				
62	41739				
62	41801				
62	41863				
62	41925				
62	41987				
62	42049				
62	42111				
62	42173				
62	42235				
62	42297				
62	42359				
62	42421				
62	42483				
62	42545				
62	42607				
62	42669				
62	42731				
62	42793				
62	42855				
62	42917				
62	42979				
62	43041				
62	43103				
62	43165				
62	43227				
62	43289				
62	43351				
62	43413				
62	43475				
62	43537				
62	43599				
62	43661				
62	43723				
62	43785				
62	43847				
62	43909				
62	43971				
62	44033				
62	44095				
62	44157				
62	44219				
62	44281				
62	44343				
62	44405				
62	44467				
62	44529				
62	44591				
62	44653				
62	44715				
62	44777				
62	44839				
62	44901				
62	44963				
62	45025				
62	45087				
62	45149				
62	45211				
62	45273				
62	45335				
62	45397				
62	45459				
62	45521				
62	45583				
62	45645				
62	45707				
62	45769				
62	45831				
62	45893				
62	45955				
62	46017				
62	46079				
62	46141				
62	46203				
62	46265				
62	46327				
62	46389				
62	46451				
62	46513				
62	46575				
62	46637				
62	46699				
62	46761				
62	46823				
62	46885				
62	46947				
62	47009				
62	47071				
62	47133				
62	47195				
62	47257				
62	47319				
62	47381				
62	47443				
62	47505				
62	47567				
62	47629				
62	47691				
62	47753				
62	47815				
62	47877				
62	47939				
62	48001				
62	48063				
62	48125				
62	48187				
62	48249				
62	48311				
62	48373				
62	48435				
62	48497				
62	48559				
62	48621				
62	48683				
62	48745				
62	48807				
62	48869				
62	48931				
62	48993				
62	49055				
62	49117				
62	49179				
62	49241				
62	49303				
62	49365				
62	49427				
62	49489				
62	49551				
62	49613				
62	49675				
62	49737				
62	49799				
62	49861				
62	49923				
62	49985				
62	50047				
62	50109				
62	50171				
62	50233				
62	50295				
62	50357				
62	50419				
62	50481				
62	50543				
62	50605				
62	50667				
62	50729				
62	50791				
62	50853				
62	50915				
62	50977				
62	51039				
62	51101				
62	51163				
62	51225				
62	51287				
62	51349				
62	51411				
62	51473				
62	51535				
62	51597				
62	51659				
62	51721				
62	51783				
62	51845				
62	51907				
62	51969				
62	52031				
62	52093				
62	52155				
62	52217				
62	52279				
62	52341				
62	52403				
62	52465				
62	52527				
62	52589				
62	52651				
62	52713				
62	52775				
62	52837				
62	52899				
62	52961				
62	53023				
62	53085				
62	53147				
62	53209				
62	53271				
62	53333				
62	53395				
62	53457				
62	53519				
62	53581				
62	53643				
62	53705				
62	53767				
62	53829				
62	53891				
62	53953				
62	54015				
62	54077				
62	54139				
62	54201				
62	54263				
62	54325				
62	54387				
62	54449				
62	54511				
62	54573				
62	54635				
62	54697				
62	54759				
62	54821				
62	54883				
62	54945				
62	55007				
62	55069				
62	55131				
62	55193				
62	55255				
62	55317				
62	55379				
62	55441				
62	55503				
62	55565				
62	55627				
62	55689				
62	55751				
62	55813				
62	55875				
62	55937				
62	55999				
62	56061				
62	56123				
62	56185				
62	56247				
62	56309				
62	56371				
62	56433				
62	56495				
62	56557				
62	56619				
62	56681				
62	56743				
62	56805				
62	56867				
62	56929				
62	56991				
62	57053				
62	57115				
62	57177				
62	57239				
62	57301				
62	57363				
62	57425				
62	57487				
62	57549				
62	57611				
62	57673				
62	57735				
62	57797				
62	57859				
62	57921				
62	57983				
62	58045				
62	58107				
62	58169				
62	58231				
62	58293				
62	58355				
62	58417				
62	58479				
62	58541				
62	58603				
62	58665				
62	58727				
62	58789				
62	58851				
62	58913				
62	58975				
62	59037				
62	59099				
62	59161				
62	59223				
62	59285				
62	59347				
62	59409				
62	59471				
62	59533				
62	59595				
62	59657				
62	59719				
63	59782				
63	59845				
63	59908				
63	59971				
63	60034				
63	60097				
63	60160				
63	60223				
63	60286				
63	60349				
63	60412				
63	60475				
63	60538				
63	60601				
63	60664				
63	60727				
63	60790				
63	60853				
63	60916				
63	60979				
63	61042				
63	61105				
63	61168				
63	61231				
63	61294				
63	61357				
63	61420				
63	61483				
63	61546				
63	61609				
63	61672				
63	61735				
63	61798				
63	61861				
63	61924				
63	61987				
63	62050				
63	62113				
63	62176				
63	62239				
63	62302				
63	62365				
63	62428				
63	62491				
63	62554				
63	62617				
63	62680				
63	62743				
63	62806				
63	62869				
63	62932				
63	62995				
63	63058				
63	63121				
63	63184				
63	63247				
63	63310				
63	63373				
63	63436				
63	63499				
63	63562				
63	63625				
63	63688				
63	63751				
63	63814				
63	63877				
63	63940				
63	64003				
63	64066				
63	64129				
63	64192				
63	64255				
63	64318				
63	64381				
63	64444				
63	64507				
63	64570				
63	64633				
63	64696				
63	64759				
63	64822				
63	64885				
63	64948				
63	65011				
63	65074				
63	65137				
63	65200				
63	65263				
63	65326				
63	65389				
63	65452				
63	65515				
63	65578				
63	65641				
63	65704				
63	65767				
63	65830				
63	65893				
63	65956				
63	66019				
63	66082				
63	66145				
63	66208				
63	66271				
63	66334				
63	66397				
63	66460				
63	66523				
63	66586				
63	66649				
63	66712				
63	66775				
63	66838				
63	66901				
63	66964				
63	67027				
63	67090				
63	67153				
63	67216				
63	67279				
63	67342				
63	67405				
63	67468				
63	67531				
63	67594				
63	67657				
63	67720				
63	67783				
63	67846				
63	67909				
63	67972				
63	68035				
63	68098				
63	68161				
63	68224				
63	68287				
63	68350				
63	68413				
63	68476				
63	68539				
63	68602				
63	68665				
63	68728				
63	68791				
63	68854				
63	68917				
63	68980				
63	69043				
63	69106				
63	69169				
63	69232				
63	69295				
63	69358				
63	69421				
63	69484				
63	69547				
63	69610				
63	69673				
63	69736				
63	69799				
63	69862				
63	69925				
63	69988				
63	70051				
63	70114				
63	70177				
63	70240				
63	70303				
63	70366				
63	70429				
63	70492				
63	70555				
63	70618				
63	70681				
63	70744				
63	70807				
63	70870				
63	70933				
63	70996				
63	71059				
63	71122				
63	71185				
63	71248				
63	71311				
63	71374				
63	71437				
63	71500				
63	71563				
63	71626				
63	71689				
63	71752				
63	71815				
63	71878				
63	71941				
63	72004				
63	72067				
63	72130				
63	72193				
63	72256				
63	72319				
63	72382				
63	72445				
63	72508				
63	72571				
63	72634				
63	72697				
63	72760				
63	72823				
63	72886				
63	72949				
63	73012				
63	73075				
63	73138				
63	73201				
63	73264				
63	73327				
63	73390				
63	73453				
63	73516				
63	73579				
63	73642				
63	73705				
63	73768				
63	73831				
63	73894				
63	73957				
63	74020				
63	74083				
63	74146				
63	74209				
63	74272				
63	74335				
63	74398				
63	74461				
63	74524				
63	74587				
63	74650				
63	74713				
63	74776				
63	74839				
63	74902				
63	74965				
63	75028				
63	75091				
63	75154				
63	75217				
63	75280				
63	75343				
63	75406				
63	75469				
63	75532				
63	75595				
63	75658				
63	75721				
63	75784				
63	75847				
63	75910				
63	75973				
63	76036				
63	76099				
63	76162				
63	76225				
63	76288				
63	76351				
63	76414				
63	76477				
63	76540				
63	76603				
63	76666				
63	76729				
63	76792				
63	76855				
63	76918				
63	76981				
63	77044				
63	77107				
63	77170				
63	77233				
63	77296				
63	77359				
63	77422				
63	77485				
63	77548				
63	77611				
63	77674				
63	77737				
63	77800				
63	77863				
63	77926				
63	77989				
63	78052				
63	78115				
63	78178				
63	78241				
63	78304				
63	78367				
63	78430				
63	78493				
63	78556				
63	78619				
63	78682				
63	78745				
63	78808				
63	78871				
63	78934				
63	78997				
64	79061				
64	79125				
64	79189				
64	79253				
64	79317				
64	79381				
64	79445				
64	79509				
64	79573				
64	79637				
64	79701				
64	79765				
64	79829				
64	79893				
64	79957				
64	80021				
64	80085				
64	80149				
64	80213				
64	80277				
64	80341				
64	80405				
64	80469				
64	80533				
64	80597				
64	80661				
64	80725				
64	80789				
64	80853				
64	80917				
64	80981				
64	81045				
64	81109				
64	81173				
64	81237				
64	81301				
64	81365				
64	81429				
64	81493				
64	81557				
64	81621				
64	81685				
64	81749				
64	81813				
64	81877				
64	81941				
64	82005				
64	82069				
64	82133				
64	82197				
64	82261				
64	82325				
64	82389				
64	82453				
64	82517				
64	82581				
64	82645				
64	82709				
64	82773				
64	82837				
64	82901				
64	82965				
64	83029				
64	83093				
64	83157				
64	83221				
64	83285				
64	83349				
64	83413				
64	83477				
64	83541				
64	83605				
64	83669				
64	83733				
64	83797				
64	83861				
64	83925				
64	83989				
64	84053				
64	84117				
64	84181				
64	84245				
64	84309				
64	84373				
64	84437				
64	84501				
64	84565				
64	84629				
64	84693				
64	84757				
64	84821				
64	84885				
64	84949				
64	85013				
64	85077				
64	85141				
64	85205				
64	85269				
64	85333				
64	85397				
64	85461				
64	85525				
64	85589				
64	85653				
64	85717				
64	85781				
64	85845				
64	85909				
64	85973				
64	86037				
64	86101				
64	86165				
64	86229				
64	86293				
64	86357				
64	86421				
64	86485				
64	86549				
64	86613				
64	86677				
64	86741				
64	86805				
64	86869				
64	86933				
64	86997				
64	87061				
64	87125				
64	87189				
64	87253				
64	87317				
64	87381				
64	87445				
64	87509				
64	87573				
64	87637				
64	87701				
64	87765				
64	87829				
64	87893				
64	87957				
64	88021				
64	88085				
64	88149				
64	88213				
64	88277				
64	88341				
64	88405				
64	88469				
64	88533				
64	88597				
64	88661				
64	88725				
64	88789				
64	88853				
64	88917				
64	88981				
64	89045				
64	89109				
64	89173				
64	89237				
64	89301				
64	89365				
64	89429				
64	89493				
64	89557				
64	89621				
64	89685				
64	89749				
64	89813				
64	89877				
64	89941				
64	90005				
64	90069				
64	90133				
64	90197				
64	90261				
64	90325				
64	90389				
64	90453				
64	90517				
64	90581				
64	90645				
64	90709				
64	90773				
64	90837				
64	90901				
64	90965				
64	91029				
64	91093				
64	91157				
64	91221				
64	91285				
64	91349				
64	91413				
64	91477				
64	91541				
64	91605				
64	91669				
64	91733				
64	91797				
64	91861				
64	91925				
64	91989				
64	92053				
64	92117				
64	92181				
64	92245				
64	92309				
64	92373				
64	92437				
64	92501				
64	92565				
64	92629				
64	92693				
64	92757				
64	92821				
64	92885				
64	92949				
64	93013				
64	93077				
64	93141				
64	93205				
64	93269				
64	93333				
64	93397				
64	93461				
64	93525				
64	93589				
64	93653				
64	93717				
64	93781				
64	93845				
64	93909				
64	93973				
64	94037				
64	94101				
64	94165				
64	94229				
64	94293				
64	94357				
64	94421				
64	94485				
64	94549				
64	94613				
64	94677				
64	94741				
64	94805				
64	94869				
64	94933				
64	94997				
64	95061				
64	95125				
64	95189				
64	95253				
64	95317				
64	95381				
64	95445				
64	95509				
64	95573				
64	95637				
64	95701				
64	95765				
64	95829				
64	95893				
64	95957				
64	96021				
64	96085				
64	96149				
64	96213				
64	96277				
64	96341				
64	96405				
64	96469				
64	96533				
64	96597				
64	96661				
64	96725				
64	96789				
64	96853				
64	96917				
64	96981				
64	97045				
64	97109				
64	97173				
64	97237				
64	97301				
64	97365				
64	97429				
64	97493				
64	97557				
64	97621				
64	97685				
64	97749				
64	97813				
64	97877				
64	97941				
64	98005				
64	98069				
64	98133				
64	98197				
64	98261				
64	98325				
64	98389				
64	98453				
64	98517				
64	98581				
64	98645				
64	98709				
64	98773				
64	98837				
64	98901				
64	98965				
64	99029				
64	99093				
64	99157				
64	99221				
64	99285				
64	99349				
64	99413				
64	99477				
65	99542				
65	99607				
65	99672				
65	99737				
65	99802				
65	99867				
90	99957			33	98
65	100022				
65	100087				
65	100152				
65	100217				
65	100282				
65	100347				
65	100412				
65	100477				
65	100542				
65	100607				
65	100672				
65	100737				
65	100802				
65	100867				
65	100932				
65	100997				
65	101062				
65	101127				
65	101192				
65	101257				
65	101322				
65	101387				
65	101452				
65	101517				
65	101582				
65	101647				
65	101712				
65	101777				
65	101842				
65	101907				
65	101972				
65	102037				
65	102102				
65	102167				
65	102232				
65	102297				
65	102362				
65	102427				
65	102492				
65	102557				
65	102622				
65	102687				
65	102752				
65	102817				
65	102882				
65	102947				
65	103012				
65	103077				
65	103142				
65	103207				
65	103272				
65	103337				
65	103402				
65	103467				
65	103532				
65	103597				
65	103662				
65	103727				
65	103792				
65	103857				
65	103922				
65	103987				
65	104052				
65	104117				
65	104182				
65	104247				
65	104312				
65	104377				
65	104442				
65	104507				
65	104572				
65	104637				
65	104702				
65	104767				
65	104832				
65	104897				
65	104962				
65	105027				
65	105092				
65	105157				
65	105222				
65	105287				
65	105352				
65	105417				
65	105482				
65	105547				
65	105612				
65	105677				
65	105742				
65	105807				
65	105872				
65	105937				
65	106002				
65	106067				
65	106132				
65	106197				
65	106262				
65	106327				
65	106392				
65	106457				
65	106522				
65	106587				
65	106652				
65	106717				
65	106782				
65	106847				
65	106912				
65	106977				
65	107042				
65	107107				
65	107172				
65	107237				
65	107302				
65	107367				
65	107432				
65	107497				
65	107562				
65	107627				
65	107692				
65	107757				
65	107822				
65	107887				
65	107952				
65	108017				
65	108082				
65	108147				
65	108212				
65	108277				
65	108342				
65	108407				
65	108472				
65	108537				
65	108602				
65	108667				
65	108732				
65	108797				
65	108862				
65	108927				
65	108992				
65	109057				
65	109122				
65	109187				
65	109252				
65	109317				
65	109382				
65	109447				
65	109512				
65	109577				
65	109642				
65	109707				
65	109772				
65	109837				
65	109902				
65	109967				
65	110032				
65	110097				
65	110162				
65	110227				
65	110292				
65	110357				
65	110422				
65	110487				
65	110552				
65	110617				
65	110682				
65	110747				
65	110812				
65	110877				
65	110942				
65	111007				
65	111072				
65	111137				
65	111202				
65	111267				
65	111332				
65	111397				
65	111462				
65	111527				
65	111592				
65	111657				
65	111722				
65	111787				
65	111852				
65	111917				
65	111982				
65	112047				
65	112112				
65	112177				
65	112242				
65	112307				
65	112372				
65	112437				
65	112502				
65	112567				
65	112632				
65	112697				
65	112762				
65	112827				
65	112892				
65	112957				
65	113022				
65	113087				
65	113152				
65	113217				
65	113282				
65	113347				
65	113412				
65	113477				
65	113542				
65	113607				
65	113672				
65	113737				
65	113802				
65	113867				
65	113932				
65	113997				
65	114062				
65	114127				
65	114192				
65	114257				
65	114322				
65	114387				
65	114452				
65	114517				
65	114582				
65	114647				
65	114712				
65	114777				
65	114842				
65	114907				
65	114972				
65	115037				
65	115102				
65	115167				
65	115232				
65	115297				
65	115362				
65	115427				
65	115492				
65	115557				
65	115622				
65	115687				
65	115752				
65	115817				
65	115882				
65	115947				
65	116012				
65	116077				
65	116142				
65	116207				
65	116272				
65	116337				
65	116402				
65	116467				
65	116532				
65	116597				
65	116662				
65	116727				
65	116792				
65	116857				
65	116922				
65	116987				
65	117052				
65	117117				
65	117182				
65	117247				
65	117312				
65	117377				
65	117442				
65	117507				
65	117572				
65	117637				
65	117702				
65	117767				
65	117832				
65	117897				
65	117962				
65	118027				
65	118092				
65	118157				
65	118222				
65	118287				
65	118352				
65	118417				
65	118482				
65	118547				
65	118612				
65	118677				
65	118742				
65	118807				
65	118872				
65	118937				
65	119002				
65	119067				
65	119132				
65	119197				
65	119262				
65	119327				
65	119392				
65	119457				
65	119522				
65	119587				
65	119652				
65	119717				
65	119782				
65	119847				
65	119912				
65	119977				
65	120042				
65	120107				
66	120173				
66	120239				
66	120305				
66	120371				
66	120437				
66	120503				
66	120569				
66	120635				
66	120701				
66	120767				
66	120833				
66	120899				
66	120965				
66	121031				
66	121097				
66	121163				
66	121229				
66	121295				
66	121361				
66	121427				
66	121493				
66	121559				
66	121625				
66	121691				
66	121757				
66	121823				
66	121889				
66	121955				
66	122021				
66	122087				
66	122153				
66	122219				
66	122285				
66	122351				
66	122417				
66	122483				
66	122549				
66	122615				
66	122681				
66	122747				
66	122813				
66	122879				
66	122945				
66	123011				
66	123077				
66	123143				
66	123209				
66	123275				
66	123341				
66	123407				
66	123473				
66	123539				
66	123605				
66	123671				
66	123737				
66	123803				
66	123869				
66	123935				
66	124001				
66	124067				
66	124133				
66	124199				
66	124265				
66	124331				
66	124397				
66	124463				
66	124529				
66	124595				
66	124661				
66	124727				
66	124793				
66	124859				
66	124925				
66	124991				
66	125057				
66	125123				
66	125189				
66	125255				
66	125321				
66	125387				
66	125453				
66	125519				
66	125585				
66	125651				
66	125717				
66	125783				
66	125849				
66	125915				
66	125981				
66	126047				
66	126113				
66	126179				
66	126245				
66	126311				
66	126377				
66	126443				
66	126509				
66	126575				
66	126641				
66	126707				
66	126773				
66	126839				
66	126905				
66	126971				
66	127037				
66	127103				
66	127169				
66	127235				
66	127301				
66	127367				
66	127433				
66	127499				
66	127565				
66	127631				
66	127697				
66	127763				
66	127829				
66	127895				
66	127961				
66	128027				
66	128093				
66	128159				
66	128225				
66	128291				
66	128357				
66	128423				
66	128489				
66	128555				
66	128621				
66	128687				
66	128753				
66	128819				
66	128885				
66	128951				
66	129017				
66	129083				
66	129149				
66	129215				
66	129281				
66	129347				
66	129413				
66	129479				
66	129545				
66	129611				
66	129677				
66	129743				
66	129809				
66	129875				
66	129941				
66	130007				
66	130073				
66	130139				
66	130205				
66	130271				
66	130337				
66	130403				
66	130469				
66	130535				
66	130601				
66	130667				
66	130733				
66	130799				
66	130865				
66	130931				
66	130997				
66	131063				
66	131129				
66	131195				
66	131261				
66	131327				
66	131393				
66	131459				
66	131525				
66	131591				
66	131657				
66	131723				
66	131789				
66	131855				
66	131921				
66	131987				
66	132053				
66	132119				
66	132185				
66	132251				
66	132317				
66	132383				
66	132449				
66	132515				
66	132581				
66	132647				
66	132713				
66	132779				
66	132845				
66	132911				
66	132977				
66	133043				
66	133109				
66	133175				
66	133241				
66	133307				
66	133373				
66	133439				
66	133505				
66	133571				
66	133637				
66	133703				
66	133769				
66	133835				
66	133901				
66	133967				
66	134033				
66	134099				
66	134165				
66	134231				
66	134297				
66	134363				
66	134429				
66	134495				
66	134561				
66	134627				
66	134693				
66	134759				
66	134825				
66	134891				
66	134957				
66	135023				
66	135089				
66	135155				
66	135221				
66	135287				
66	135353				
66	135419				
66	135485				
66	135551				
66	135617				
66	135683				
66	135749				
66	135815				
66	135881				
66	135947				
66	136013				
66	136079				
66	136145				
66	136211				
66	136277				
66	136343				
66	136409				
66	136475				
66	136541				
66	136607				
66	136673				
66	136739				
66	136805				
66	136871				
66	136937				
66	137003				
66	137069				
66	137135				
66	137201				
66	137267				
66	137333				
66	137399				
66	137465				
66	137531				
66	137597				
66	137663				
66	137729				
66	137795				
66	137861				
66	137927				
66	137993				
66	138059				
66	138125				
66	138191				
66	138257				
66	138323				
66	138389				
66	138455				
66	138521				
66	138587				
66	138653				
66	138719				
66	138785				
66	138851				
66	138917				
66	138983				
66	139049				
66	139115				
66	139181				
66	139247				
66	139313				
66	139379				
66	139445				
66	139511				
66	139577				
66	139643				
66	139709				
66	139775				
66	139841				
66	139907				
66	139973				
66	140039				
66	140105				
66	140171				
66	140237				
66	140303				
66	140369				
66	140435				
66	140501				
66	140567				
66	140633				
66	140699				
66	140765				
66	140831				
66	140897				
66	140963				
66	141029				
66	141095				
66	141161				
66	141227				
66	141293				
66	141359				
67	141426				
67	141493				
67	141560				
67	141627				
67	141694				
67	141761				
67	141828				
67	141895				
67	141962				
67	142029				
67	142096				
67	142163				
67	142230				
67	142297				
67	142364				
67	142431				
67	142498				
67	142565				
67	142632				
67	142699				
67	142766				
67	142833				
67	142900				
67	142967				
67	143034				
67	143101				
67	143168				
67	143235				
67	143302				
67	143369				
67	143436				
67	143503				
67	143570				
67	143637				
67	143704				
67	143771				
67	143838				
67	143905				
67	143972				
67	144039				
67	144106				
67	144173				
67	144240				
67	144307				
67	144374				
67	144441				
67	144508				
67	144575				
67	144642				
67	144709				
67	144776				
67	144843				
67	144910				
67	144977				
67	145044				
67	145111				
67	145178				
67	145245				
67	145312				
67	145379				
67	145446				
67	145513				
67	145580				
67	145647				
67	145714				
67	145781				
67	145848				
67	145915				
67	145982				
67	146049				
67	146116				
67	146183				
67	146250				
67	146317				
67	146384				
67	146451				
67	146518				
67	146585				
67	146652				
67	146719				
67	146786				
67	146853				
67	146920				
67	146987				
67	147054				
67	147121				
